txn_id,txn_time_raw,property_code,outlet_name,guest_ref,net_amount_raw,tax_amount_raw,tip_amount_raw,payment_mode,items_count_raw,line_items_raw,source_file,ingested_at
T-319564,2026-02-20 18:12:04,SP-01,Peak Restaurant, G-63457 ,160.91,SAR 24,SAR35.71,Card,NA,"[{""sku"": ""SKU005"", ""qty"": 2, ""price"": 22.21}, {""sku"": ""SKU068"", ""qty"": 2, ""price"": 97.05}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-146123,2026-02-13 22:14:32,SP01,Summit Cafe,,818.27,122.74,SAR 26,Apple Pay,1,"[{""sku"": ""SKU129"", ""qty"": 1, ""price"": 39.41}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-328639,2026-03-27T04:54:09Z,SP01,Peak Restaurant,NA,SAR167.59,VAT: SAR 25.14,0.00,Card,5,"[{""sku"": ""SKU085"", ""qty"": 2, ""price"": 70.3}, {""sku"": ""SKU098"", ""qty"": 2, ""price"": 17.77}, {""sku"": ""SKU040"", ""qty"": 3, ""price"": 48.04}, {""sku"": ""SKU123"", ""qty"": 1, ""price"": 112.67}, {""sku"": ""SKU012"", ""qty"": 3, ""price"": 31.34}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-036277,2026-03-18T04:12:44Z,SP01,summit café,G57366,SAR437.73,VAT: 65.66,SAR 25.89,cash,2,"[{""sku"": ""SKU003"", ""qty"": 1, ""price"": 92.6}, {""sku"": ""SKU047"", ""qty"": 2, ""price"": 29.25}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-469721,2026-03-06T10:51:19Z,SP01,Spa Lounge, G-68762 ,SR390.67,VAT: SAR 59,SAR 40,Card,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-963138,2026/03/11 19:43,SP01,Peak Restaurant,G-90548,125.44,SAR18.82,0.00,Apple Pay,two,"[{""sku"": ""SKU044"", ""qty"": 3, ""price"": 8.54}, {""sku"": ""SKU110"", ""qty"": 3, ""price"": 79.01}, {""sku"": ""SKU190"", ""qty"": 2, ""price"": 101.56}, {""sku"": ""SKU104"", ""qty"": 3, ""price"": 17.81}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-855599,2026-04-01T01:58:40Z,SP01,Retail Store,NA,VAT: 187.64,28.15,,Apple Pay,5,"[{""sku"": ""SKU050"", ""qty"": 1, ""price"": 89.4}, {""sku"": ""SKU106"", ""qty"": 2, ""price"": 86.8}, {""sku"": ""SKU152"", ""qty"": 3, ""price"": 55.41}, {""sku"": ""SKU150"", ""qty"": 1, ""price"": 114.23}, {""sku"": ""SKU188"", ""qty"": 2, ""price"": 99.06}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-375074,2026-03-15T04:55:09Z,soudah-01,Retail Store,NULL,sar576.29,86.44,0.00,Card,4,"[{""sku"": ""SKU084"", ""qty"": 3, ""price"": 66.67}, {""sku"": ""SKU164"", ""qty"": 2, ""price"": 20.23}, {""sku"": ""SKU188"", ""qty"": 1, ""price"": 112.57}, {""sku"": ""SKU013"", ""qty"": 2, ""price"": 13.48}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-309208,2026/02/03 06:42,SP01,Summit Cafe,,SR884.65,VAT: 132.70,0.00,Apple Pay,4,"[{""sku"": ""SKU072"", ""qty"": 2, ""price"": 21.45}, {""sku"": ""SKU103"", ""qty"": 2, ""price"": 44.05}, {""sku"": ""SKU178"", ""qty"": 1, ""price"": 37.73}, {""sku"": ""SKU174"", ""qty"": 1, ""price"": 81.97}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-443297,14-02-2026 09:01 AM,soudah-01,Spa Lounge, G-41252 ,814.91,SAR 122,25.98,Card,4,"[{""sku"": ""SKU157"", ""qty"": 3, ""price"": 13.99}, {""sku"": ""SKU030"", ""qty"": 3, ""price"": 56.16}, {""sku"": ""SKU060"", ""qty"": 3, ""price"": 85.53}, {""sku"": ""SKU031"", ""qty"": 1, ""price"": 89.69}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-231529,2026-02-18T01:02:47Z,SP01,Summit Cafe,NA,636.30,SAR95.44,0,Apple Pay,one,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-534360,2026-02-13 09:11:11,SOUDAH_1,Spa Lounge,,SR525.45,78.82,0,cash,5,"[{""sku"": ""SKU051"", ""qty"": 2, ""price"": 103.96}, {""sku"": ""SKU137"", ""qty"": 3, ""price"": 101.95}, {""sku"": ""SKU120"", ""qty"": 3, ""price"": 34.99}, {""sku"": ""SKU135"", ""qty"": 2, ""price"": 65.99}, {""sku"": ""SKU185"", ""qty"": 3, ""price"": 68.32}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-986633,2026/02/07 15:24,SP01,Retail Store,G-16022,SAR850.63,SAR127.59,SAR 34,cash,4,"[{""sku"": ""SKU196"", ""qty"": 2, ""price"": 70.14}, {""sku"": ""SKU043"", ""qty"": 2, ""price"": 36.48}, {""sku"": ""SKU105"", ""qty"": 3, ""price"": 40.4}, {""sku"": ""SKU124"", ""qty"": 3, ""price"": 20.77}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-933476,05-02-2026 03:21 AM,SP-01,Peak Restaurant,G-56525,VAT: SAR 110.69,SAR16.60,SAR29.70,Apple Pay,3,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-073846,2026-02-01T13:05:36Z,soudah-01,Peak Restaurant,,132.97,sar19.94,0,Apple Pay,5,"[{""sku"": ""SKU102"", ""qty"": 3, ""price"": 110.06}, {""sku"": ""SKU064"", ""qty"": 3, ""price"": 118.1}, {""sku"": ""SKU010"", ""qty"": 2, ""price"": 7.57}, {""sku"": ""SKU093"", ""qty"": 2, ""price"": 88.85}, {""sku"": ""SKU134"", ""qty"": 3, ""price"": 8.78}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-264555,2026-03-05 04:06:21,SOUDAH_1,Spa Lounge,,SR484.51,72.68,SR43.47,Apple Pay,5,"[{""sku"": ""SKU097"", ""qty"": 3, ""price"": 50.21}, {""sku"": ""SKU184"", ""qty"": 1, ""price"": 91.19}, {""sku"": ""SKU048"", ""qty"": 3, ""price"": 112.55}, {""sku"": ""SKU167"", ""qty"": 3, ""price"": 17.63}, {""sku"": ""SKU052"", ""qty"": 1, ""price"": 113.55}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-987191,2026-02-01T16:05:00Z,SP01,Spa Lounge,,330.92,49.64,,Card,4,"[{""sku"": ""SKU113"", ""qty"": 3, ""price"": 111.11}, {""sku"": ""SKU032"", ""qty"": 2, ""price"": 46.78}, {""sku"": ""SKU012"", ""qty"": 2, ""price"": 81.59}, {""sku"": ""SKU071"", ""qty"": 1, ""price"": 38.48}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-043703,2026/03/18 14:01,SP-01,Spa Lounge,,S.A.R619.59,92.94,S.A.R 14.48,cash,4,"[{""sku"": ""SKU028"", ""qty"": 3, ""price"": 13.54}, {""sku"": ""SKU013"", ""qty"": 2, ""price"": 101.81}, {""sku"": ""SKU082"", ""qty"": 1, ""price"": 83.03}, {""sku"": ""SKU087"", ""qty"": 1, ""price"": 54.31}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-141826,2026-03-27 04:41:59,SP01,Retail Store,G-14655,SAR 127.48,SAR19.12,0.00,Card,1,"[{""sku"": ""SKU131"", ""qty"": 2, ""price"": 26.8}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-256413,2026-02-09T14:29:35Z,SP-01,Peak Restaurant,,596.34,89.45,0.00,CARD,3,"[{""sku"": ""SKU045"", ""qty"": 1, ""price"": 83.2}, {""sku"": ""SKU011"", ""qty"": 3, ""price"": 66.21}, {""sku"": ""SKU103"", ""qty"": 2, ""price"": 18.72}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-556982,2026/03/28 08:59,SP-01,Peak Restaurant,,SAR668.29,SAR 100,45.33,CARD,2,"[{""sku"": ""SKU109"", ""qty"": 3, ""price"": 109.56}, {""sku"": ""SKU112"", ""qty"": 3, ""price"": 93.73}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-742546,2026-03-01T22:50:14Z,SOUDAH_1,Summit Cafe,G-50850,SAR594.53,89.18,SAR4.67,Apple Pay,four,"[{""sku"": ""SKU121"", ""qty"": 1, ""price"": 115.62}, {""sku"": ""SKU021"", ""qty"": 1, ""price"": 25.44}, {""sku"": ""SKU125"", ""qty"": 3, ""price"": 32.82}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-769385,2026-03-12 00:43:09,SP01,Peak Restaurant,NA,SAR 167.39,25.11,,CARD,1,"[{""sku"": ""SKU140"", ""qty"": 3, ""price"": 23.82}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-393482,2026-03-19 11:13:08,soudah-01,summit café,G-49467,SAR 492,SAR73.76,,CARD,3,"[{""sku"": ""SKU079"", ""qty"": 1, ""price"": 24.39}, {""sku"": ""SKU084"", ""qty"": 1, ""price"": 66.91}, {""sku"": ""SKU125"", ""qty"": 3, ""price"": 26.92}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-351179,2026/02/14 20:34,SP01,Spa Lounge,,SAR23.40,VAT: 3.51,SAR1.57,cash,5,"[{""sku"": ""SKU169"", ""qty"": 2, ""price"": 61.7}, {""sku"": ""SKU077"", ""qty"": 3, ""price"": 102.01}, {""sku"": ""SKU115"", ""qty"": 2, ""price"": 30.49}, {""sku"": ""SKU200"", ""qty"": 1, ""price"": 46.88}, {""sku"": ""SKU125"", ""qty"": 2, ""price"": 118.22}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-316065,2026/03/07 15:11,SP01,Spa Lounge,,130.00,SAR 19,0.00,Apple Pay,2,"[{""sku"": ""SKU169"", ""qty"": 1, ""price"": 58.39}, {""sku"": ""SKU133"", ""qty"": 3, ""price"": 26.99}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-305806,05-02-2026 02:51 AM,SOUDAH_1,summit café,,735.89,SAR 110,0,cash,1,"[{""sku"": ""SKU066"", ""qty"": 3, ""price"": 16.79}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-736433,2026-03-26 21:01:20,SOUDAH_1,Retail Store,,527.78,SAR 79,0.00,Card,2,"[{""sku"": ""SKU013"", ""qty"": 1, ""price"": 98.69}, {""sku"": ""SKU098"", ""qty"": 1, ""price"": 40.52}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-980840,10-02-2026 04:47 PM,soudah-01,Retail Store,g-24783,SAR99.34,14.90,,CARD,one,"[{""sku"": ""SKU195"", ""qty"": 3, ""price"": 5.87}, {""sku"": ""SKU083"", ""qty"": 2, ""price"": 84.2}, {""sku"": ""SKU027"", ""qty"": 1, ""price"": 97.57}, {""sku"": ""SKU164"", ""qty"": 3, ""price"": 8.86}, {""sku"": ""SKU194"", ""qty"": 1, ""price"": 7.34}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-921971,10-02-2026 03:27 PM,SP01,Peak Restaurant,NULL,SR420.81,63.12,46.10,Card,5,"[{""sku"": ""SKU113"", ""qty"": 1, ""price"": 19.44}, {""sku"": ""SKU142"", ""qty"": 2, ""price"": 98.19}, {""sku"": ""SKU100"", ""qty"": 2, ""price"": 47.29}, {""sku"": ""SKU193"", ""qty"": 2, ""price"": 76.39}, {""sku"": ""SKU141"", ""qty"": 3, ""price"": 28.41}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-033043,20-02-2026 06:38 PM GMT,SP-01,Spa Lounge,G00656,SAR 174,SAR 26.07,0,CARD,5,"[{""sku"": ""SKU178"", ""qty"": 1, ""price"": 8.42}, {""sku"": ""SKU198"", ""qty"": 3, ""price"": 104.17}, {""sku"": ""SKU037"", ""qty"": 3, ""price"": 20.9}, {""sku"": ""SKU153"", ""qty"": 2, ""price"": 115.99}, {""sku"": ""SKU033"", ""qty"": 1, ""price"": 77.93}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-734806,2026-03-27 19:08:55,SP01,Spa Lounge,G-47425,SAR 578,86.64,SAR 48,cash,5,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-016802,2026-02-08 05:28:09,SP01,Peak Restaurant,,SAR 459,SAR 69,SR8.57,cash,four,"[{""sku"": ""SKU034"", ""qty"": 1, ""price"": 78.34}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-951135,2026-03-05 23:11:17,SOUDAH_1,Peak Restaurant,,651.20,SAR 98,,Apple Pay,2,"[{""sku"": ""SKU144"", ""qty"": 3, ""price"": 9.85}, {""sku"": ""SKU127"", ""qty"": 2, ""price"": 58.53}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-565030,2026-03-28T12:01:06Z,SP01,Summit Cafe,NULL,SAR751.86,112.78,,cash,one,"[{""sku"": ""SKU118"", ""qty"": 3, ""price"": 91.54}, {""sku"": ""SKU096"", ""qty"": 1, ""price"": 22.73}, {""sku"": ""SKU198"", ""qty"": 3, ""price"": 83.09}, {""sku"": ""SKU095"", ""qty"": 2, ""price"": 109.51}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-037299,2026-02-17 11:58:19,SP01,Spa Lounge,g-53286,SAR470.14,70.52,0,Card,4,"[{""sku"": ""SKU175"", ""qty"": 3, ""price"": 45.28}, {""sku"": ""SKU103"", ""qty"": 2, ""price"": 61.79}, {""sku"": ""SKU134"", ""qty"": 1, ""price"": 25.06}, {""sku"": ""SKU043"", ""qty"": 3, ""price"": 25.98}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-508771,2026-03-23T13:27:05Z,SP01,Summit Cafe,g-98016,SAR 500,75.05,SAR 6,Card,5,"[{""sku"": ""SKU040"", ""qty"": 3, ""price"": 9.32}, {""sku"": ""SKU078"", ""qty"": 3, ""price"": 52.71}, {""sku"": ""SKU067"", ""qty"": 1, ""price"": 117.33}, {""sku"": ""SKU197"", ""qty"": 1, ""price"": 10.52}, {""sku"": ""SKU077"", ""qty"": 2, ""price"": 84.26}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-975504,2026-03-19T20:34:08Z,SP01,summit café,,263.29,SAR 39,SAR49.77,Apple Pay,1,"[{""sku"": ""SKU007"", ""qty"": 1, ""price"": 73.92}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-806549,2026-03-04 21:30:08,SP01,Peak Restaurant,NA,SAR 324.92,48.74,45.40,cash,NA,"[{""sku"": ""SKU032"", ""qty"": 3, ""price"": 66.11}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-651801,2026/02/23 00:48,SP-01,Summit Cafe,NULL,SAR 358,SAR53.68,NA,Card,1,"[{""sku"": ""SKU069"", ""qty"": 3, ""price"": 40.0}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-028604,2026/03/30 16:38,SP01,Peak Restaurant,NULL,SAR 259.22,38.88,0.00,CARD,1,"[{""sku"": ""SKU073"", ""qty"": 3, ""price"": 104.42}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-143984,24-03-2026 06:23 PM,SOUDAH_1,Summit Cafe,G-38031,770.00,VAT: SAR 115.50,,Apple Pay,4,"[{""sku"": ""SKU062"", ""qty"": 2, ""price"": 25.38}, {""sku"": ""SKU074"", ""qty"": 3, ""price"": 26.34}, {""sku"": ""SKU172"", ""qty"": 2, ""price"": 48.81}, {""sku"": ""SKU090"", ""qty"": 1, ""price"": 114.61}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-359510,13-02-2026 12:01 AM GMT,soudah-01,Retail Store,NA,SAR 465,S.A.R 69.70,,CARD,5,"[{""sku"": ""SKU003"", ""qty"": 3, ""price"": 108.19}, {""sku"": ""SKU176"", ""qty"": 1, ""price"": 58.46}, {""sku"": ""SKU156"", ""qty"": 1, ""price"": 60.18}, {""sku"": ""SKU158"", ""qty"": 2, ""price"": 67.02}, {""sku"": ""SKU173"", ""qty"": 2, ""price"": 46.67}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-792676,2026-03-14 05:16:54 GMT,SP-01,Peak Restaurant,,736.68,SAR110.50,0.00,Card,2,"[{""sku"": ""SKU032"", ""qty"": 3, ""price"": 79.29}, {""sku"": ""SKU003"", ""qty"": 3, ""price"": 18.83}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-735415,2026/03/19 21:49,soudah-01,Peak Restaurant,g-59102,340.44,VAT: SAR 51.07,SAR 46.23,cash,1,"[{""sku"": ""SKU114"", ""qty"": 2, ""price"": 70.22}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-001061,16-02-2026 12:24 AM,SP01,Spa Lounge,,413.57,SAR62.04,0,cash,1,"[{""sku"": ""SKU175"", ""qty"": 2, ""price"": 48.02}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-058383,2026-02-16T10:38:13Z,SP01,Retail Store,g-93554,392.85,58.93,SAR 14.43,CARD,2,"[{""sku"": ""SKU074"", ""qty"": 2, ""price"": 72.26}, {""sku"": ""SKU106"", ""qty"": 2, ""price"": 66.36}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-828447,2026-03-29 19:46:21,soudah-01,Spa Lounge,g-53789,SAR433.65,65.05,33.16,Apple Pay,NULL,"[{""sku"": ""SKU125"", ""qty"": 3, ""price"": 51.95}, {""sku"": ""SKU101"", ""qty"": 1, ""price"": 53.1}, {""sku"": ""SKU046"", ""qty"": 2, ""price"": 89.44}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-063422,2026-03-17T18:52:53Z,SP01,Peak Restaurant,,863.67,SAR 130,0,CARD,5,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-352025,2026/03/07 15:32,SP01,summit café,NULL,SAR 245,36.79,SAR 48.76,CARD,5,"[{""sku"": ""SKU046"", ""qty"": 1, ""price"": 90.86}, {""sku"": ""SKU025"", ""qty"": 2, ""price"": 9.47}, {""sku"": ""SKU150"", ""qty"": 1, ""price"": 40.27}, {""sku"": ""SKU149"", ""qty"": 1, ""price"": 46.58}, {""sku"": ""SKU015"", ""qty"": 3, ""price"": 60.87}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-661377,2026-03-10 02:33:07,SP01,Retail Store,g-04962,SAR 593,SR88.97,SR19.31,CARD,5,"[{""sku"": ""SKU035"", ""qty"": 3, ""price"": 30.61}, {""sku"": ""SKU048"", ""qty"": 2, ""price"": 20.54}, {""sku"": ""SKU078"", ""qty"": 3, ""price"": 31.81}, {""sku"": ""SKU038"", ""qty"": 2, ""price"": 94.28}, {""sku"": ""SKU076"", ""qty"": 1, ""price"": 18.52}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-508297,02-02-2026 10:55 AM,soudah-01,Peak Restaurant,NULL,SAR 616.70,92.50,,Card,1,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-891839,2026-02-02 05:54:23,soudah-01,summit café,NULL,VAT: 116.34,SAR17.45,SAR 7,Card,2,"[{""sku"": ""SKU097"", ""qty"": 3, ""price"": 18.09}, {""sku"": ""SKU160"", ""qty"": 1, ""price"": 79.87}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-504019,2026-03-21 00:27:22,SOUDAH_1,Retail Store,NULL,SAR 719,SAR107.89,SAR 7.07,Card,NULL,"[{""sku"": ""SKU026"", ""qty"": 3, ""price"": 53.16}, {""sku"": ""SKU078"", ""qty"": 1, ""price"": 104.1}, {""sku"": ""SKU127"", ""qty"": 2, ""price"": 35.43}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-958584,2026-03-22T10:24:53Z,SP01,Spa Lounge,NULL,S.A.R 491.64,S.A.R73.75,0.00,Apple Pay,2,"[{""sku"": ""SKU048"", ""qty"": 2, ""price"": 25.23}, {""sku"": ""SKU007"", ""qty"": 2, ""price"": 55.72}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-889048,2026-02-02 01:48:38,SP01,Peak Restaurant, G-95212 ,394.36,59.15,,CARD,1,"[{""sku"": ""SKU095"", ""qty"": 1, ""price"": 35.31}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-371295,2026-02-15T03:19:37Z,SP01,Spa Lounge,NA,565.40,sar84.81,0,Apple Pay,three,"[{""sku"": ""SKU038"", ""qty"": 1, ""price"": 65.21}, {""sku"": ""SKU131"", ""qty"": 3, ""price"": 118.28}, {""sku"": ""SKU051"", ""qty"": 1, ""price"": 15.89}, {""sku"": ""SKU130"", ""qty"": 1, ""price"": 98.12}, {""sku"": ""SKU109"", ""qty"": 2, ""price"": 54.15}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-960028,2026-02-15T01:50:27Z,SP-01,Retail Store, G-25038 ,197.28,sar29.59,,CARD,3,"[{""sku"": ""SKU111"", ""qty"": 3, ""price"": 7.01}, {""sku"": ""SKU011"", ""qty"": 3, ""price"": 82.11}, {""sku"": ""SKU179"", ""qty"": 3, ""price"": 16.81}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-207802,14-02-2026 01:16 AM +0000,SP01,Retail Store,,SAR210.35,SAR 31.55,,cash,4,"[{""sku"": ""SKU162"", ""qty"": 1, ""price"": 107.69}, {""sku"": ""SKU125"", ""qty"": 3, ""price"": 37.22}, {""sku"": ""SKU002"", ""qty"": 1, ""price"": 30.27}, {""sku"": ""SKU077"", ""qty"": 3, ""price"": 84.86}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-920201,2026-02-19T09:11:47Z,SP-01,summit café,NA,SAR377.85,SAR56.68,,CARD,4,"[{""sku"": ""SKU038"", ""qty"": 3, ""price"": 81.07}, {""sku"": ""SKU191"", ""qty"": 3, ""price"": 92.82}, {""sku"": ""SKU186"", ""qty"": 2, ""price"": 31.6}, {""sku"": ""SKU136"", ""qty"": 2, ""price"": 88.96}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-828963,08-02-2026 03:37 AM GMT,SP01,Retail Store,NULL,SAR 611.01,91.65,SAR 44.32,cash,1,"[{""sku"": ""SKU044"", ""qty"": 3, ""price"": 63.1}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-135443,10-02-2026 12:05 AM,SP01,Summit Cafe,G-97010,SAR 410,61.46,sar46.14,CARD,5,"[{""sku"": ""SKU179"", ""qty"": 1, ""price"": 87.38}, {""sku"": ""SKU148"", ""qty"": 3, ""price"": 104.61}, {""sku"": ""SKU018"", ""qty"": 1, ""price"": 69.79}, {""sku"": ""SKU184"", ""qty"": 1, ""price"": 27.94}, {""sku"": ""SKU154"", ""qty"": 3, ""price"": 54.09}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-605074,2026/02/25 12:25,soudah-01,Summit Cafe,NA,826.35,SAR 124,,Apple Pay,NULL,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-917956,2026/02/01 23:21,SP01,Retail Store,NULL,SAR895.15,VAT: 134.27,0,Apple Pay,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-586106,18-03-2026 03:45 AM,SP01,Peak Restaurant,g-83693,SAR372.17,SAR55.83,VAT: 49.85,CARD,3,"[{""sku"": ""SKU183"", ""qty"": 3, ""price"": 110.09}, {""sku"": ""SKU011"", ""qty"": 1, ""price"": 60.35}, {""sku"": ""SKU080"", ""qty"": 3, ""price"": 62.29}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-673098,2026/03/17 02:33,SP01,Peak Restaurant,G-99625,411.88,61.78,0.00,cash,5,"[{""sku"": ""SKU163"", ""qty"": 2, ""price"": 29.02}, {""sku"": ""SKU024"", ""qty"": 2, ""price"": 62.22}, {""sku"": ""SKU059"", ""qty"": 3, ""price"": 13.14}, {""sku"": ""SKU017"", ""qty"": 3, ""price"": 108.81}, {""sku"": ""SKU044"", ""qty"": 1, ""price"": 20.44}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-378978,2026-03-16 12:13:52,SP01,Peak Restaurant,NA,SAR 646,SAR 96.84,30.47,CARD,4,"[{""sku"": ""SKU039"", ""qty"": 2, ""price"": 92.44}, {""sku"": ""SKU197"", ""qty"": 3, ""price"": 108.72}, {""sku"": ""SKU060"", ""qty"": 1, ""price"": 31.74}, {""sku"": ""SKU151"", ""qty"": 3, ""price"": 88.84}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-584340,2026/02/14 04:57,SP01,Retail Store,G-33812,sar 398.49,sar 59.77,sar12.15,Card,3,"[{""sku"": ""SKU001"", ""qty"": 1, ""price"": 91.5}, {""sku"": ""SKU145"", ""qty"": 3, ""price"": 64.85}, {""sku"": ""SKU055"", ""qty"": 3, ""price"": 73.26}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-317342,2026-03-28 07:32:36,SP01,Peak Restaurant,G-66987,S.A.R 270.79,40.62,SAR 2,CARD,3,"[{""sku"": ""SKU008"", ""qty"": 3, ""price"": 40.6}, {""sku"": ""SKU148"", ""qty"": 2, ""price"": 67.65}, {""sku"": ""SKU190"", ""qty"": 2, ""price"": 69.51}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-857778,2026/02/15 02:14 +0000,SOUDAH_1,Peak Restaurant,NULL,SAR734.45,SAR110.17,SAR49.76,CARD,2,"[{""sku"": ""SKU155"", ""qty"": 1, ""price"": 56.86}, {""sku"": ""SKU199"", ""qty"": 3, ""price"": 97.34}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-911763,2026-02-14T05:36:32Z,soudah-01,summit café,,755.28,113.29,0,cash,1,"[{""sku"": ""SKU037"", ""qty"": 1, ""price"": 99.63}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-990234,2026-02-21T15:47:46Z,SP01,Spa Lounge,,SAR538.97,SAR80.85,42.22,CARD,1,"[{""sku"": ""SKU127"", ""qty"": 1, ""price"": 59.36}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-919327,2026-03-17T23:02:44Z,SP01,Summit Cafe,,SAR 69,SAR 10.30,SAR 29,Apple Pay,1,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-237651,2026/02/26 22:39 +0530,SP01,Peak Restaurant, G-34038 ,SAR 873,SAR130.96,,CARD,4,"[{""sku"": ""SKU066"", ""qty"": 2, ""price"": 13.72}, {""sku"": ""SKU012"", ""qty"": 3, ""price"": 50.14}, {""sku"": ""SKU011"", ""qty"": 1, ""price"": 86.37}, {""sku"": ""SKU116"", ""qty"": 2, ""price"": 26.92}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-610570,2026/03/18 02:56,SP01,Peak Restaurant,NA,VAT: SAR 321,VAT: SAR48.15,0,CARD,4,"[{""sku"": ""SKU057"", ""qty"": 1, ""price"": 13.85}, {""sku"": ""SKU010"", ""qty"": 1, ""price"": 73.97}, {""sku"": ""SKU040"", ""qty"": 2, ""price"": 56.79}, {""sku"": ""SKU169"", ""qty"": 1, ""price"": 24.58}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-395990,2026-03-10T16:46:19Z,soudah-01,Retail Store,G55745,769.91,SAR115.49,0,CARD,3,"[{""sku"": ""SKU188"", ""qty"": 2, ""price"": 11.74}, {""sku"": ""SKU192"", ""qty"": 2, ""price"": 26.25}, {""sku"": ""SKU133"", ""qty"": 1, ""price"": 115.0}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
