booking_id,guest_ref,property_code,room_code,rateplan_code,channel,booking_status,checkin_date_raw,checkout_date_raw,booked_at_raw,currency,total_amount_raw,discount_raw,tax_raw,adults_raw,children_raw,special_requests,cancellation_reason,source_file,ingested_at
bk-305849,NULL,SP01,DLX-105,FLEX2026,OTA - Booking,CONFIRMED,2026-03-06,08/03/26,2026-02-08T01:39:00Z,S.A.R,"S.A.R 1,314.56",,171.46,1,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-500714,G-13154,SP01,47,FLEX,Direct,CONFIRMED,"March 29, 2026",05-04-2026,2026-02-02T08:15:00Z,SAR,"11,850.38",0%,1545.70,2,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-240470,G08384,SOUDAH_1,DLX146,FLEX,OTA - Booking,CANCEL,"April 18, 2026","April 19, 2026",2026-04-13 02:12:00,SAR,VAT: SAR1738.79,20%,SAR226.80,1,2,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-874678,g-75128,SP-01,STE161,ADV,OTA - Booking,CONFIRMED,"January 23, 2026",28-01-2026,2026-01-17T22:56:00Z,SR,"11,215.51",1015.97,"1,462.89",4,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK160215, G-44490 ,SP01, DLX-21 ,FLEX,Direct,CONFIRMED,08-03-2026,"March 14, 2026",2026-02-26 03:55:00 +0530,SAR,SAR 7491,16%,SAR 977,3,NULL, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-405848,g-80231,soudah-01,80,FLEX,Corporate,CONFIRMED,Apr 26 2026,02/05/26,2026-02-24 01:21:00,SAR,"9,887.53",523.48,1289.68,4,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-166010,G14943,soudah-01, STE-127 ,FLEX,OTA - Booking,CANCELLED,Mar 27 2026,28/03/26,2026-02-06T19:35:00Z,SAR,1472.53,0%,192.07,1,1,,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-126229,G-20760,soudah-01,DLX26,FLEX,OTA - Booking,CONFIRMED,"May 06, 2026","May 11, 2026",2026/03/12 12:14,SAR,SAR2795.20,0%,SAR364.59,3,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-880933 ,G-19897,SP01,DLX-73,FLEX,Direct,CONFIRMED,"May 19, 2026","May 24, 2026",2026/02/25 08:59 +0000,SAR,"SAR 9,661.53",0.00,SAR 1260,2,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-999319 ,G92918,soudah-01,DLX49, flex ,Direct,CONFIRMED,08/07/26,2026-07-14,2026/04/09 20:53,sar,"7,063.55",0.00,SAR 921,1,2,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-567984,G-85355,SP01,15,FLEX,OTA - Booking,CANCELLED,Apr 16 2026,17-04-2026,30-01-2026 09:21 PM,sar,SAR 1797,0%,234.44,1,3,Late check-in,Price,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK649743, G-41207 ,SP01, DLX-86 ,FLEX,Direct,CONFIRMED,Feb 23 2026,28/02/26,17-02-2026 10:41 AM,SAR,"SAR 11,441.75",9%,1492.40,1,one, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK973303,G-69866,SOUDAH_1, VIL-212 ,FLEX,Direct,cnf,03/05/26,2026-05-04,2026-02-20 15:23:00,sar,"sar 1,688.60",0%,sar 220.25,,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-974541,g-99477,SP01,VIL-75, flex ,Travel Agent,CONFIRMED,15/04/26,Apr 16 2026,2026/04/03 04:23,SAR,SAR800.95,0.00,104.47,4,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-566303,G-53575,SP01, STE-177 ,FLEX,OTA - Booking,CONFIRMED,15/04/26,20/04/26,2026/03/30 02:36,SR,SR5001.40,0%,VAT: SR652.36,2,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-442207,G89415,SP-01, VIL-61 ,FLEX2026,Direct,CONFIRMED,"April 06, 2026","April 11, 2026",2026-04-04T16:09:00Z,SAR,8830.67,0.00,SAR1151.83,1,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-552217 ,G-33290,SP01, DLX-105 ,FLEX,Direct,CONFIRMED,2026-02-07,"February 10, 2026",2026/01/24 03:37,SAR,5652.51,0%,737.28,1,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-610163,G-88456,SP-01,VIL-44,ADV,Direct,CONFIRMED,18-02-2026,2026-02-24,2026-01-22T14:05:00Z,SAR,SAR 14805,0.00,1931.09,1,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-982096,G-51893,soudah-01,DLX196,ADV,OTA - Booking,CANCELLED,26/03/26,2026-03-31,03-03-2026 10:33 PM,SAR,SAR 9910,0%,"1,292.55",NULL,1, airport pickup ,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-871975 ,G97757,SP01,VIL154,ADV,Expedia,CONFIRMED,"March 26, 2026","April 02, 2026",2026-01-23T12:18:00Z,SAR,17505.11,0.00,2283.27,4,2,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-080355 ,G-42039,SP01,201,FLEX,Direct,CANCEL,01/05/26,2026-05-03,2026-04-30 19:46:00,SAR,"1,110.83",19%,SAR144.89,1,2,Late check-in,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK580386,G57637,SP01,DLX200, flex ,Direct,CONFIRMED,May 04 2026,06-05-2026,2026-03-04 13:30:00 +0530,SAR,SAR 1167,0.00,SAR152.16,1,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-000967,NULL,SP01,189,FLEX,Expedia,CONFIRMED,"February 14, 2026",17-02-2026,06-01-2026 08:25 PM,SAR,SAR3784.59,282.66,493.64,1,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-277732,G-72900,SP01, STE-208 ,FLEX,OTA - Booking,CONFIRMED,2026-05-26,28/05/26,2026-03-14T00:33:00Z,SAR,"1,884.28",0%,SAR 246,1,2, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-529175,G-97594,SP01,STE157,ADV,Expedia,CONFIRMED,Jun 19 2026,"June 20, 2026",2026-03-27 20:27:00,SR,1114.47,0%,SR 145.37,4,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-617203,G-31409,soudah-01,44,FLEX,Direct,CONFIRMED,08/05/26,May 12 2026,2026/03/30 04:50 GMT,SAR,VAT: SAR 3417,0%,SAR 446,4,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-952721, G-52237 ,SP01, STE-136 ,FLEX,Expedia,CANCELLED,14-04-2026,21/04/26,16-03-2026 03:02 PM,SAR,SAR8649.74,0.00,"SAR 1,128.23",three,1,Late check-in,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-673754,G-62975,SP01,STE16,FLEX,Direct,HOLD,"June 26, 2026",27/06/26,2026-04-12T08:04:00Z,sar,"2,452.65",0.00,VAT: SAR 320,4,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-241921,g-14147,SOUDAH_1,DLX-153,FLEX,booking.com,CANCELLED,2026-04-24,2026-04-28,2026/02/14 12:37,SAR,"SAR 7,427.16",0%,SAR 968.76,4,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK965100,g-77124,SP01,STE-104,ADV,Direct,CONFIRMED,27/04/26,30/04/26,2026/03/05 04:40,SAR,"SAR 7,251.73",0.00,SAR945.88,1,3,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK686672,g-58405,soudah-01,VIL108,ADV,Travel Agent,CONFIRMED,"April 04, 2026","April 11, 2026",2026-03-30 12:12:00,SAR,9996.49,0.00,"1,303.89",1,two,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-863675,G-73987,soudah-01,DLX-202,ADV,booking.com,CONFIRMED,29/05/26,"June 03, 2026",2026/04/21 12:38,SAR,"3,150.17",11%,410.89,4,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-963771,g-96981,soudah-01,99,ADV,Direct,CONFIRMED,26/05/26,28/05/26,2026-03-08T04:14:00Z,SR,SR2459.67,0.00,SAR 321,2,two, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-590131,G86062,SP01,DLX-87,FLEX2026,Direct,CONFIRMED,2026-06-09,12/06/26,2026-03-13 18:18:00,SAR,"6,428.62",0.00,838.52,2,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-433759,G51591,SP01,DLX-202,ADV,Direct,CONFIRMED,09-03-2026,Mar 16 2026,2026-02-19T21:28:00Z,SAR,SAR 5844,0.00,762.21,2,2, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-507953,G-47929,SP01,160,FLEX,Direct,CANCEL,"April 22, 2026",24/04/26,2026/01/31 07:09,SAR,VAT: SAR5051.31,0%,658.87,3,2,Allergy: nuts,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-872846 ,g-95784,SP01,DLX-45,FLEX2026,Direct,CONFIRMED,Apr 09 2026,"April 16, 2026",2026-04-07 11:01:00,SAR,"SAR 12,406.07",0%,SAR 1618,3,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-486244,g-16191,soudah-01,VIL35,FLEX,Direct,CONFIRMED,"July 09, 2026",2026-07-11,2026/04/21 01:56,SAR,SAR2427.07,198.25,SAR316.57,3,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-008670,G-85236,SP01, VIL-74 ,FLEX,Corporate,CONFIRMED,18-03-2026,Mar 25 2026,2026-01-13 21:04:00 +0530,SAR,"SAR 9,273.61",0.00,1209.60,NULL,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-642899,G-43993,SP-01, STE-143 ,FLEX,booking.com,CONFIRMED,17/04/26,20-04-2026,2026/04/01 12:15,SAR,"SAR 6,215.21",8%,810.68,3,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-274494,G21433,SOUDAH_1, VIL-105 ,FLEX,Direct,CONFIRMED,03-03-2026,"March 06, 2026",2026-01-22 01:38:00,SAR,"SAR 1,842.45",0%,SAR 240,2,NA,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK762587,G-84251,SP01,25,FLEX2026,Direct,HOLD,19/02/26,22/02/26,2026-02-09 09:46:00,SAR,"4,286.69",0%,SAR 559,1,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK584812,G-14991,SP01,STE-34,ADV,Expedia,CONFIRMED,25/04/26,02/05/26,2026/04/10 04:25,SAR,SAR 3965,758.68,517.12,3,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-410848,G-27686,SOUDAH_1, VIL-214 ,FLEX,Direct,CONFIRMED,12-05-2026,13-05-2026,2026/02/11 06:08,SAR,"1,082.24",0%,SAR 141,four,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK638964,G-24070,SP01,STE-65,ADV,booking.com,CONFIRMED,2026-06-11,2026-06-15,2026-04-03T06:58:00Z,SAR,SAR9752.29,0.00,"SAR 1,272.04",2,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK547107, G-67108 ,SP01, DLX-58 ,FLEX,OTA - Booking,CONFIRMED,"February 26, 2026","February 28, 2026",2026/02/15 04:48,SAR,"1,315.48",0.00,SAR171.58,3,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-723475,G01299,SP01, VIL-110 ,ADV,Corporate,cnf,"March 11, 2026",16/03/26,2026-01-31 04:49:00,SAR,3400.13,435.82,443.50,3,2,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-645618,G-66921,SP-01, STE-126 ,ADV,Expedia,CONFIRMED,30/01/26,2026-02-04,2026/01/16 14:11,SAR,"10,328.78",0%,1347.23,3,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-158317,G-61975,SOUDAH_1,217,FLEX,OTA - Booking,CONFIRMED,30-03-2026,Apr 06 2026,2026-02-06T02:25:00Z,SR,SAR 14067,2726.26,SR1834.89,4,2,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK125362,g-10845,SP01, DLX-13 ,FLEX,Direct,CONFIRMED,31/03/26,04/04/26,2026-02-08 07:41:00,S.A.R,SAR 7360,0%,VAT: 959.99,1,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-454314,g-25296,SP01,DLX149,FLEX,OTA - Booking,CONFIRMED,"May 06, 2026",May 13 2026,2026/02/16 18:09,SAR,"SAR 10,626.72",0%,1386.09,3,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-517368 ,G-94873,SP-01,101,FLEX,OTA - Booking,CANCELLED,2026-02-25,03-03-2026,06-01-2026 12:11 AM,sar,sar13121.73,672.81,"sar 1,711.53",4,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-982320,G94516,SOUDAH_1,VIL-105,FLEX,Travel Agent,CONFIRMED,"May 26, 2026",May 29 2026,27-03-2026 01:16 PM,SAR,"VAT: 2,388.68",,SAR 312,2,2,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-176369,G-20770,SP01,90,FLEX,Direct,CONFIRMED,"April 22, 2026",Apr 23 2026,12-04-2026 03:27 PM,SAR,578.80,0%,SAR 75,4,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-062541,G-82308,soudah-01, DLX-15 ,FLEX,Direct,CANCELLED,"February 28, 2026",2026-03-02,03-02-2026 04:48 PM,SAR,SAR4451.71,,SAR580.66,4,1,Extra pillows,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-536027,G-44066,SOUDAH_1,195,ADV,Direct,CONFIRMED,"April 11, 2026","April 13, 2026",2026/01/14 18:06,SAR,3065.34,0.00,399.83,1,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-157337,G25943,soudah-01,166,FLEX,OTA - Booking,CONFIRMED,"April 22, 2026",2026-04-26,2026-02-11T22:12:00Z,SAR,"SAR 2,068.10",393.27,SAR 270,2,2, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-735335,g-19439,SP01,DLX178,FLEX,Direct,CONFIRMED,27-01-2026,2026-01-31,2026-01-05 20:15:00,SAR,"SAR 2,758.68",0%,359.83,2,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-475015,G58224,SP01,99,ADV,Direct,CONFIRMED,06-05-2026,May 12 2026,21-02-2026 01:02 AM,SAR,SAR 8870,0.00,SAR 1157,,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-750991,G-89061,SP-01, VIL-102 ,FLEX2026,Travel Agent,CANCELLED,"May 27, 2026",May 28 2026,2026/04/16 15:17,SAR,"1,351.13",0%,SAR 176.23,1,3,Late check-in,Price,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-564471,g-63116,soudah-01, STE-60 ,ADV,Direct,CONFIRMED,2026-06-17,20-06-2026,2026-04-22 14:38:00,SAR,SAR6695.17,0.00,SAR 873,4,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-849166, G-78452 ,SP01,DLX-167,FLEX,Direct,CONFIRMED,18/02/26,24-02-2026,11-01-2026 04:19 PM,S.A.R,7699.70,0%,1004.31,4,three,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK845676,g-74010,SP01,DLX-18,FLEX2026,Corporate,HOLD,2026-07-07,"July 08, 2026",27-04-2026 06:30 AM,SAR,SAR 900.48,0%,SAR 117.45,4,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-211162,g-17155,SOUDAH_1, VIL-56 ,FLEX,Direct,CONFIRMED,08-05-2026,2026-05-11,2026-03-12T23:44:00Z,sar,sar5643.17,413.04,sar 736.07,3,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-874521,G-14653,SP01,49,FLEX,Direct,CANCEL,16-04-2026,"April 19, 2026",17-02-2026 08:54 PM GMT,sar,2287.08,0%,298.32,1,0,Extra pillows,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-787393,G-79199,SOUDAH_1,165,FLEX,Direct,CANCEL,2026-05-02,07/05/26,2026-03-06T13:19:00Z,SAR,"SAR 6,367.67",0.00,SAR830.57,four,3,,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK692032,G-15198,SP-01,VIL192,FLEX2026,booking.com,CANCELLED,31/05/26,04-06-2026,2026-04-27T20:28:00Z,SR,"SR 2,957.52",0%,SAR 386,1,1, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-236592 ,G-49361,SP-01,1,FLEX,Direct,HOLD,19-04-2026,2026-04-22,2026-03-01T22:37:00Z,SAR,3976.56,14%,SAR518.68,1,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK673147,g-14308,SP01,DLX-132,FLEX,OTA - Booking,CONFIRMED,09/02/26,14/02/26,2026-02-04T23:06:00Z,SAR,"SAR 11,636.76",0%,SAR 1518,2,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK404193,,SOUDAH_1, STE-50 ,FLEX,Travel Agent,cnf,29/06/26,2026-07-04,2026/04/27 11:23,sar,4927.03,0.00,SAR 643,4,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-270547,G-53300,soudah-01, DLX-205 ,FLEX,Direct,CONFIRMED,Jun 16 2026,Jun 22 2026,2026-04-12 09:15:00 +0530,sar,SAR 11125,0.00,1451.03,1,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-191316,g-56352,SOUDAH_1,STE129,FLEX,OTA - Booking,CANCELLED,Apr 07 2026,13-04-2026,2026-03-30T19:03:00Z,SAR,"SAR 13,612.82",0%,"SAR 1,775.58",4,2,Extra pillows,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK735795, G-28568 ,SP01,59,FLEX2026,Direct,CONFIRMED,11-06-2026,2026-06-16,2026-04-16T08:22:00Z,SAR,"9,826.43",0.00,SAR 1282,2,2,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-827964 ,G-42228,SP01,DLX23,FLEX,Direct,CANCELLED,04/06/26,11-06-2026,2026-03-13T05:06:00Z,SAR,SAR13586.36,0%,"SAR 1,772.13",4,four, airport pickup ,changed plans,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK350542,G88420,SP01,4,FLEX,Direct,CONFIRMED,19-04-2026,Apr 21 2026,23-02-2026 05:54 AM,sar,"2,843.28",0%,370.86,1,NULL,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-393474,G-71080,SP01, STE-33 ,FLEX,Direct,CONFIRMED,"April 24, 2026",2026-05-01,2026-02-19T04:19:00Z,SAR,SAR 13466,0%,"SAR 1,756.43",1,,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-165650 ,g-58531,SP-01,VIL150,FLEX,Corporate,CONFIRMED,26-04-2026,28-04-2026,23-04-2026 12:01 AM,SAR,"4,671.99",0%,SAR609.39,3,3, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-469733,G-87431,SP-01,177, flex ,Direct,CONFIRMED,15-05-2026,May 21 2026,04-04-2026 02:06 AM,SAR,SAR 3932,263.78,512.82,two,2,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-765324,g-08215,SOUDAH_1,191,ADV,booking.com,cnf,22-05-2026,24/05/26,04-03-2026 04:09 AM,SAR,1641.31,180.54,214.08,2,2,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-068625 ,G-14321,soudah-01,VIL-173,FLEX,Corporate,CANCEL,16/04/26,2026-04-22,2026-04-10T01:36:00Z,sar,3781.10,0%,SAR 493,4,2,Allergy: nuts,family emergency,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK518874, G-47138 ,SP01,71,FLEX,OTA - Booking,CONFIRMED,08/04/26,Apr 09 2026,20-01-2026 09:15 AM,SAR,955.59,0%,SAR 124.64,3,0,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-982514 ,G-35079,SP-01,DLX140,FLEX,OTA - Booking,HOLD,Apr 11 2026,2026-04-18,2026-01-11 01:54:00,SAR,10630.01,0%,"SAR 1,386.52",3,four,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-435131,G-43547,soudah-01,DLX-45,FLEX,Direct,CONFIRMED,25/03/26,26/03/26,2026-02-10T19:55:00Z,SAR,SAR980.14,0%,SAR127.84,3,one,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-869843,g-76503,SP01,26,FLEX,OTA - Booking,CONFIRMED,06/04/26,11-04-2026,2026-01-19T07:43:00Z,SAR,"SAR 10,551.81",0.00,"SAR 1,376.32",2,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-284512,g-68900,SP-01,STE-200,ADV,Direct,CONFIRMED,"April 03, 2026",10/04/26,06-01-2026 09:06 PM,SAR,10914.87,0.00,"SAR 1,423.68",4,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-939786,G-64595,SP01,DLX12,FLEX,Expedia,CONFIRMED,2026-04-19,Apr 20 2026,06-04-2026 04:26 AM,sar,sar 796.97,14%,sar103.95,2,1,Late check-in,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-736781,G-79339,SP01,VIL-15, flex ,Corporate,CONFIRMED,11-03-2026,Mar 18 2026,17-02-2026 08:35 AM,sar,"11,570.99",0.00,1509.26,1,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-069152, G-45100 ,SP01,STE52,FLEX,Travel Agent,CONFIRMED,2026-02-26,03/03/26,2026-02-21T05:18:00Z,SAR,"SAR 11,646.71",,"1,519.14",1,0,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK745982,g-69585,SP01,VIL-194,FLEX,Travel Agent,HOLD,30-03-2026,05-04-2026,2026-01-12 12:46:00,SAR,SAR 4288,0%,SAR559.36,1,3,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-546063,G-24428,SP01,STE-203,FLEX,Direct,CANCELLED,28-03-2026,01-04-2026,2026-03-25 18:18:00 +0000,SAR,"SAR 4,405.91",587.47,574.68,2,3,,weather,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-269668,G-93619,soudah-01,VIL-178,FLEX,Corporate,HOLD,22/04/26,"April 25, 2026",2026-02-06 14:32:00,SAR,5081.55,0%,SAR662.81,2,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-102142,G-13913,SP01,176,ADV,Travel Agent,CONFIRMED,2026-04-05,"April 11, 2026",2026/03/23 00:02,SAR,SAR 10399,0%,"1,356.42",3,2,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-690923,G-27120,SP01, STE-158 ,FLEX2026,Direct,CONFIRMED,26-04-2026,May 01 2026,24-04-2026 02:54 AM GMT,SR,SAR 11896,0%,"SR 1,551.66",3,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-503116, G-62593 ,SP01,DLX47,ADV,Direct,CONFIRMED,Apr 02 2026,"April 07, 2026",2026/01/09 05:12,SAR,"SAR 3,415.67",0.00,445.52,3,1,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-321485,G-58891,SP01,STE68,ADV,Expedia,cnf,08-07-2026,14/07/26,2026-04-14 18:34:00 GMT,SAR,"15,155.25",0%,SAR 1977,4,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-053674,G-79536,SP01,209,FLEX,Travel Agent,CONFIRMED,"April 02, 2026",2026-04-05,06-01-2026 09:50 PM,sar,sar1540.74,318.99,sar 200.97,4,1,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-713143,G-96280,SP01,VIL-176,FLEX,Travel Agent,CANCEL,2026-02-03,"February 10, 2026",2026/01/30 04:59,SAR,13859.67,,"1,807.78",3,3,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-097758,G21434,SP01, VIL-57 ,ADV,Direct,cnf,Mar 10 2026,16-03-2026,2026-01-08T00:56:00Z,sar,14244.81,0.00,"1,858.02",1,3,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-834056,G11841,SP-01,126,FLEX,Direct,CONFIRMED,Apr 27 2026,2026-04-29,2026/04/24 20:00,SR,"2,944.74",0.00,SR384.10,4,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-020909,g-39773,SOUDAH_1,DLX-100,FLEX,Direct,CONFIRMED,Apr 02 2026,"April 05, 2026",16-03-2026 12:51 PM,SAR,"SAR 3,372.05",0%,439.83,1,0, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-348785,G-71785,SP01,STE95, flex ,Direct,CONFIRMED,09/04/26,Apr 16 2026,2026-01-26 08:31:00 +0530,sar,"sar 10,317.66",0.00,sar1345.78,2,three,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-203830,G-33244,SP-01,29,FLEX,Direct,CONFIRMED,25/06/26,2026-07-02,2026-04-20 04:40:00,SAR,SAR16264.38,0.00,SAR 2121,2,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK715391,G39760,soudah-01,196,FLEX,Direct,CONFIRMED,Jun 25 2026,Jul 02 2026,18-04-2026 07:00 PM,SAR,"10,095.01",0%,1316.74,1,2,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-602137,G-14263,SP01,DLX-37,FLEX,OTA - Booking,CONFIRMED,10-06-2026,11-06-2026,2026-04-06 16:48:00,sar,sar541.21,0.00,VAT: 70.59,three,3,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
 BK-038286 , G-78671 ,SP01, DLX-93 ,FLEX,Direct,CONFIRMED,13-04-2026,"April 14, 2026",06-02-2026 02:58 PM,SAR,1116.22,99.38,SAR145.59,2,1,,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK041615,G79562,SOUDAH_1,DLX175,ADV,OTA - Booking,CONFIRMED,26/04/26,Apr 30 2026,2026-03-31T18:59:00Z,SR,SR5926.99,0.00,SR 773.09,2,2, airport pickup ,,bookings_raw_20260301.csv,2026-03-03 07:22:42
bk-692826,g-21200,SP01, STE-167 ,ADV,OTA - Booking,CONFIRMED,May 12 2026,2026-05-19,17-03-2026 08:18 AM,SR,7686.14,0%,"VAT: 1,002.54",4,1,High floor,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-521896,g-10327,soudah-01,DLX-24,FLEX,Corporate,CONFIRMED,Jun 07 2026,Jun 12 2026,2026-03-12 18:02:00,SAR,SAR9270.44,0.00,SAR1209.19,1,0,Allergy: nuts,,bookings_raw_20260301.csv,2026-03-03 07:22:42
BK-750692,G-88634,SOUDAH_1,71,FLEX,OTA - Booking,HOLD,28/01/26,2026-01-31,17-01-2026 02:17 AM,SAR,3372.85,0.00,439.94,3,0,Extra pillows,,bookings_raw_20260301.csv,2026-03-03 07:22:42
