payment_id,booking_id,paid_at_raw,payment_method,payment_status,amount_raw,fee_raw,refund_amount_raw,gateway_ref,notes,source_file,ingested_at
 PAY-147320 ,BK694770,09-02-2026 07:58 AM,VISA,SUCCESS,SR1212.27,1.6%,0.00,STRIPE_QMYH7C3FQ0KG,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-234827,BK-691635,23-01-2026 02:57 AM,AMEX,SUCCESS,sar 629.41,2.0%,,STRIPE_2UC64YZMCIUI,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY274183, BK-691635 ,2026/01/23 03:14,VISA,SUCCESS,SAR 1915,SAR 17.59,0.00,STRIPE_KRL8JRCF7HUZ,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-756166,bk-651933,2026-02-17T09:16:00Z,visa card,FAILED,SAR 496,24.02,0,STRIPE_VTQ7A2SXFX3B,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-999742,BK-907472,2026-02-20 04:29:00,VISA,SUCCESS,"1,633.18",SAR 16.45,0,STRIPE_7BTGNB25M74S,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-088854 ,BK-907472,2026-02-20T04:46:00Z,MASTERCARD,SUCCESS,sar352.66,SAR 7.32,SAR 205,STRIPE_QT0J4S65I15W,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-729163, BK548676 ,27-03-2026 08:18 AM,VISA,SUCCESS,281.96,SAR 20.15,0.00,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-171037 ,bk-814028,2026-02-07T13:43:00Z,VISA,SUCCESS,"SAR 1,249.18",SAR 14.77,SAR598.02,STRIPE_TNKDLUW30GSW,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-947341, BK-336566 ,2026/03/30 06:09,cash,SUCCESS,VAT: 873.21,14.74,437.28,STRIPE_TP7L33SXYSMP,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-328496,BK828728,2026/01/24 15:00,visa card,SUCCESS,"S.A.R 1,836.43",2.9%,0.00,STRIPE_OQT1BR4YMA0T,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-694863,bk-183669,2026/02/03 01:58,VISA,SUCCESS,"SAR 2,190.42",1.1%,,,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-705263,bk-183669,2026-02-03T02:15:00Z,MASTERCARD,FAILED,VAT: S.A.R 133.25,31.21,0.00,STRIPE_FS92N3GMCND9,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-840256,  BK-442333  ,09-02-2026 03:57 PM +0000,MASTERCARD,SUCCESS,SAR 1087,28.56,,STRIPE_9IQS4F1NYXJQ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-029891 , bk-919531 ,2026/05/12 02:13,Card,SUCCESS,SAR 914,2.0%,,STRIPE_3M9RMCP03FBC,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-590391,bk-128202,2026-03-06T00:50:00Z,MASTERCARD,SUCCESS,"SAR 1,739.44",27.85,0.00,STRIPE_CYCGXD768KNO,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-203910,bk-152050,2026-05-21 19:55:00,cash,SUCCESS,SAR227.56,1.0%,0,STRIPE_DT0WWLIKA43M,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-652532,BK-091550,2026/05/16 12:38,cash,FAILED,S.A.R148.61,16.4%,,STRIPE_SIYPOLVUFN9X,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-603099,bk-662847,2026-02-20T16:44:00Z,cash,SUCCESS,SAR 1212,1.4%,,NA,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-867926,BK-765375,2026-01-28T01:42:00Z,Apple Pay,SUCCESS,SAR1193.49,SAR 18.36,0,STRIPE_Q79C0XIPUVM3,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-584189,  BK-955799  ,2026-05-05T09:03:00Z,Apple Pay,SUCCESS,VAT: S.A.R1994.08,SAR 5.36,0.00,STRIPE_H6IC7WCJPQ0Y,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-201704,bk-036241,2026-05-07T21:05:00Z,visa card,SUCCESS,SAR1162.82,SAR 11.39,0.00,STRIPE_6BF4VOL7L5L6,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-389790, bk-036241 ,2026-05-07 21:22:00,MASTERCARD,SUCCESS,SAR 550.56,17.04,0,STRIPE_QK5E1MS0I4VF,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-126516 ,bk-287847,2026-05-19T19:37:00Z,VISA,SUCCESS,SAR 437,19.55,,STRIPE_FJZOO7RDNSDA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-147415, bk-129313 ,2026-02-03T02:12:00Z,MASTERCARD,SUCCESS,"SAR 1,504.19",SAR 17.56,,STRIPE_VAIF98OQNNQQ,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-263752,bk-129313,2026-02-03 02:29:00,MASTERCARD,SUCCESS,SAR 952.26,12.15,,STRIPE_T6LLCSXH7FQM,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-891692,bk-836822,2026/04/10 00:40,MASTERCARD,SUCCESS,SAR 610,14.31,,,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-643055,bk-836822,2026-04-10T00:57:00Z,VISA,SUCCESS,SAR2288.14,0.3%,0.00,STRIPE_738MSMXVSWQG,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-592601,BK-317195,2026/02/24 20:42,visa card,SUCCESS,"VAT: 1,284.46",1.4%,,STRIPE_3BMONK1ZGM4F,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-507702,bk-370789,2026-05-19T17:40:00Z,Apple Pay,SUCCESS,SAR 2302,11.23,0,STRIPE_IH51MK2XI3M3,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-533955, BK-598847 ,2026-02-27T01:08:00Z,VISA,SUCCESS,SAR 338,4.0%,0,STRIPE_KYM40B9N34JN,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-419998 ,BK111775,2026-01-25 10:51:00,cash,SUCCESS,"SR 1,900.74",SAR 22.80,0.00,STRIPE_OD1Z7XL7L72V,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-924332,BK-381286,2026-02-05T04:47:00Z,cash,PENDING,"2,018.32",48.23,0,STRIPE_V4CTE9KVIK3Q,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-784876 , BK-381286 ,2026-02-05 05:04:00,visa card,SUCCESS,"SAR 2,170.40",32.04,,STRIPE_ZOR9MBVCMM2J,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-416901 ,bk-585642,2026/04/26 17:55,Apple Pay,SUCCESS,"1,177.53",1.5%,,STRIPE_175TQ9CBMNWY,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-273648, BK-704792 ,2026-02-20T03:54:00Z,Card,SUCCESS,"sar 2,355.19",2.7%,,STRIPE_8KE5XO8GCZG1,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-516746, BK-704792 ,2026/02/20 04:11 +0530,VISA,SUCCESS,sar1634.50,SAR 9.18,0.00,STRIPE_T3AJ2ULZ0EU4,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-090300,bk-520445,2026-04-17 05:36:00,Apple Pay,FAILED,274.70,8.4%,0.00,STRIPE_SPM0J8XPFZ2A,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY072167, BK-884620 ,2026/05/10 23:50,VISA,SUCCESS,"1,790.53",SAR 16.91,,STRIPE_CCCCW4Y6OV2G,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-191807, bk-585642 ,2026-01-22T06:52:00Z,Card,SUCCESS,SAR 2203,47.84,0.00,STRIPE_MS5B0YWSW2RV,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-775283, bk-585642 ,2026/01/22 07:09,VISA,SUCCESS,"1,941.18",2.0%,0.00,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-287115 ,BK-428523,2026-03-27T17:55:00Z,MASTERCARD,SUCCESS,SAR1797.95,SAR 29.47,0,STRIPE_7YD91RCK69M1,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-776451,BK-359714,2026-04-12T02:55:00Z,MASTERCARD,SUCCESS,SR1653.64,SAR 42.16,0.00,STRIPE_WO9RGODDPYAL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-626033,bk-413994,2026-03-27T08:11:00Z,VISA,SUCCESS,"1,423.59",1.7%,NULL,STRIPE_DTM88AVY3IDT,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY745747,bk-811794,07-02-2026 07:52 PM,Apple Pay,SUCCESS,SAR 1957,14.11,0,STRIPE_3HXR2SXASYKR,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY203690, BK-991715 ,09-02-2026 02:19 AM,VISA,SUCCESS,1681.02,28.81,,STRIPE_MNJF7BDKGEZM,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY980048, bk-070258 ,2026/05/19 12:17,Card,SUCCESS,1584.75,SAR 23.58,0.00,STRIPE_EJ05YVKRST0J,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-296389, BK799522 ,2026-03-11T23:19:00Z,cash,SUCCESS,SAR 1377,SAR 26.29,0,STRIPE_NMUTBI6ECAWP,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-231083,BK-939111,2026-01-27 13:37:00,VISA,SUCCESS,"S.A.R 1,314.41",SAR 5.57,0,STRIPE_US15YRXAPUON,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-499106,BK601971,2026-05-17 17:27:00 GMT,Apple Pay,SUCCESS,SAR 394.63,SAR 7.07,0,STRIPE_2VL19SJBD902,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-022195,bk-456094,2026/04/16 21:38,Card,SUCCESS,SAR 1493,18.63,,STRIPE_R5Z7LXO7KAA9,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-652051,BK-194022,2026-02-18T06:45:00Z,MASTERCARD,SUCCESS,SAR755.36,3.2%,,STRIPE_4ARUA9QYCDGZ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-230413,BK946032,2026-02-14 16:27:00,Card,SUCCESS,290.92,SAR 7.30,,STRIPE_KCEDC8AQAF7H,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-652561,BK946032,2026-02-14 16:44:00,cash,SUCCESS,789.42,2.0%,0.00,STRIPE_D3GW88K70098,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-531513,BK206677,2026-03-04T19:49:00Z,VISA,SUCCESS,VAT: SAR 1305,SAR 29.75,,STRIPE_GYQFEREJJR43,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY954695,bk-131351,2026/04/29 11:34,VISA,SUCCESS,SR 593.49,SAR 16.23,,STRIPE_Z1O398S6W1RW,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-303151,bk-131351,29-04-2026 11:51 AM,VISA,SUCCESS,SAR 803,16.87,0.00,STRIPE_QYXHLYIP4C7Y,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-083421, BK348325 ,2026-04-12 16:59:00,VISA,SUCCESS,"SAR 2,166.56",SAR 24.05,SAR 1911,STRIPE_G1XFD3GF45WC,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-904187,BK-451602,2026-02-25 11:11:00,visa card,SUCCESS,SAR 2434,6.76,,,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-093564, BK-955799 ,23-02-2026 07:23 AM,VISA,SUCCESS,SAR 2197,SAR 61.27,0,STRIPE_T2KZ54QLVT5T,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-243413, BK-955799 ,2026/02/23 07:40 +0000,visa card,SUCCESS,1673.47,36.13,0.00,STRIPE_1D7K2NYMOLEB,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-246040,BK-854552,25-01-2026 10:41 PM,VISA,SUCCESS,"SAR 2,467.26",0.4%,NA,STRIPE_QJQF362G7GJO,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-439849,BK-427051,2026/05/21 11:32,Apple Pay,SUCCESS,"1,225.17",5.50,0.00,STRIPE_VFLWAWHCGOQV,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-714790,BK-001274,2026/04/07 04:04 GMT,MASTERCARD,SUCCESS,816.49,2.8%,0,STRIPE_PE2AVULA32WZ,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-585128,BK-606159,2026-03-05 18:08:00,MASTERCARD,SUCCESS,SAR 377.52,SAR 7.67,,STRIPE_NP5OCPYAXSMC,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY851655,BK-606159,2026/03/05 18:25,VISA,SUCCESS,621.82,10.63,,STRIPE_67DZKN6L3BT3,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-809270, BK-849681 ,2026-05-16 22:46:00,cash,FAILED,SAR258.56,SAR 10.46,0,STRIPE_6U40WO1TI8SS,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-768846,bk-289860,14-02-2026 08:25 PM,VISA,SUCCESS,731.57,SAR 15.78,,STRIPE_ZYN4XS49517N,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-414311,bk-735524,2026/02/04 08:47 GMT,VISA,SUCCESS,SAR2060.87,1.3%,0,STRIPE_PZME9RJ4WPB3,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-628772, bk-735524 ,2026/02/04 09:04,VISA,SUCCESS,"VAT: sar 2,173.76",31.97,0.00,STRIPE_6LY0WL45D77U,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-082895 ,BK-143793,2026-02-28 11:12:00,MASTERCARD,FAILED,SAR 490,28.31,0.00,STRIPE_BAXNW7X65WSY,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-656664,bk-494476,2026-01-17T13:34:00Z,VISA,FAILED,SAR76.66,19.94,0.00,STRIPE_IW8DO2JLOB2F,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-542264,bk-226690,2026-01-31 15:33:00,MASTERCARD,SUCCESS,"1,654.19",SAR 10.33,,NA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-662850,bk-532055,2026-05-06T16:06:00Z,MASTERCARD,S,473.11,SAR 12.39,0.00,STRIPE_MOGJTLINTBXP,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-877682, bk-532055 ,2026-05-06 16:23:00,cash,PENDING,"sar 1,015.51",SAR 21.43,0,STRIPE_MGENHN86E62E,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-916651,bk-368860,2026-04-15T21:34:00Z,VISA,SUCCESS,985.44,18.31,0.00,STRIPE_L3WEOD6SJ2NB,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-179732, bk-368860 ,2026-04-15 21:51:00 +0530,VISA,SUCCESS,1382.64,0.4%,0,STRIPE_MURBZHAVKNGE,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-725551, BK-113347 ,15-05-2026 04:33 AM,MASTERCARD,FAILED,sar70.28,SAR 31.31,0,STRIPE_J5G2Q144O5JK,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-920816 ,BK-084709,16-04-2026 05:15 PM,VISA,SUCCESS,SAR576.73,SAR 28.62,0,STRIPE_I2JTWX7RI3WR,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-004931,bk-651361,21-05-2026 02:26 PM,cash,SUCCESS,1797.90,SAR 22.79,,STRIPE_PNGYPJKARZWT,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-140831 ,bk-651361,2026-05-21T14:43:00Z,VISA,SUCCESS,SAR2070.29,SAR 29.07,,STRIPE_TZ5617J4Z8CY,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-382492, BK713222 ,2026-01-04 11:00:00 +0530,visa card,SUCCESS,639.02,2.1%,,STRIPE_QJUU4SSGWDDC,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-945758, BK713222 ,04-01-2026 11:17 AM,visa card,SUCCESS,1487.85,1.7%,0.00,STRIPE_22HZGWZTDIMT,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-824109,BK-264803,2026/01/25 03:54,Apple Pay,FAILED,71.56,37.07,SAR 19.24,STRIPE_M0WNFW6YEY8A,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-733708,BK-271449,12-04-2026 02:37 PM,VISA,PENDING,1559.14,1.6%,0.00,STRIPE_HB02O9EDC2VU,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-315494,bk-061715,2026-04-29T20:05:00Z,Card,SUCCESS,"1,541.25",1.1%,0.00,STRIPE_XFWLM3TJ5AST,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-220642 ,bk-432441,2026-03-05 09:46:00 +0000,MASTERCARD,SUCCESS,SAR1298.91,21.31,,STRIPE_TZYCEDO8HWPG,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY211288,BK980541,26-02-2026 01:22 PM,VISA,SUCCESS,SAR 2102,1.7%,0.00,STRIPE_N35IQKDDH91J,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-371184,BK-814316,2026-02-21T13:22:00Z,Card,SUCCESS,SAR 1888,0.7%,,STRIPE_J5P8XRCW0ZO8,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY658270,BK724112,2026/03/10 22:20 +0530,visa card,SUCCESS,414.82,2.5%,0.00,STRIPE_53LYTU7TJ5DS,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-192854, BK724112 ,2026/03/10 22:37,MASTERCARD,SUCCESS,SAR 394,22.37,,STRIPE_WZ1GUVCPYYC6,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-088579, bk-168888 ,2026-04-28 06:37:00,cash,SUCCESS,"S.A.R 1,227.75",1.1%,,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-638939,bk-088355,19-04-2026 11:38 AM,MASTERCARD,SUCCESS,SAR2330.47,SAR 9.87,,STRIPE_2QPDTSETVMXN,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY944589,bk-639709,17-05-2026 06:53 AM,visa card,SUCCESS,SAR 287.10,26.43,0,STRIPE_5BJ90G4IIZOE,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-052661 , bk-785715 ,2026-02-02T06:09:00Z,VISA,SUCCESS,SAR2107.69,SAR 59.67,0,STRIPE_L4P6PPWDD7BH,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-909158 ,BK909158,2026-01-09 18:46:00,VISA,SUCCESS,"SAR 2,247.83",1.1%,0.00,STRIPE_1OD7OIZ73WXL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-212139,bk-377436,04-03-2026 01:47 PM,cash,FAILED,SAR 143,65.71,0.00,STRIPE_76WDZFG5AMSS,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-849339, BK-329701 ,2026-04-27 10:42:00,Card,SUCCESS,325.82,SAR 4.67,0.00,STRIPE_P7Y16URTDE2A,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-796399,bk-054663,2026-02-19T01:41:00Z,cash,FAILED,SAR 361,SAR 15.23,0,STRIPE_9X1B42J2LTQK,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-639781,BK-980317,15-04-2026 11:14 AM,VISA,SUCCESS,"SAR 2,006.89",45.57,"SAR 1,121.51",STRIPE_FR8E0A72X61E,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-606739,BK606702,2026/01/14 08:06 +0000,MASTERCARD,SUCCESS,1310.03,1.0%,291.09,STRIPE_K34U5SI6WFGK,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-170627 ,BK-609589,2026-05-11 22:23:00,MASTERCARD,SUCCESS,SAR1610.94,SAR 30.38,,STRIPE_DELCCV2J3JBK,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-614641,BK-176590,18-05-2026 06:17 PM,VISA,PENDING,2307.90,0.7%,,STRIPE_BNCLA7SLVE56,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-604267,BK-176590,18-05-2026 06:34 PM,MASTERCARD,SUCCESS,SAR2487.66,68.13,0.00,STRIPE_IYLQCRGWBXFE,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-679071, BK-761567 ,2026-04-14 19:19:00,MASTERCARD,SUCCESS,220.69,21.76,,STRIPE_PA20FII3CW84,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-747105,bk-449596,21-04-2026 04:36 AM,cash,SUCCESS,"2,128.70",1.0%,0.00,STRIPE_URH7WVNN77WI,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-640564,bk-449596,2026-04-21T04:53:00Z,MASTERCARD,SUCCESS,938.44,11.18,,STRIPE_K103JZX474NQ,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-765847,bk-491332,2026-04-15T01:56:00Z,VISA,SUCCESS,"SR 1,420.25",40.56,0,,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY191976,BK845837,24-03-2026 08:13 AM,MASTERCARD,SUCCESS,"SAR 1,688.84",1.1%,,STRIPE_UT2MNMSPS4DK,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-223588, BK-057342 ,2026-01-27 19:22:00 GMT,VISA,SUCCESS,SAR 1078,1.3%,,STRIPE_81R80BUA5NJJ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY234759, BK239145 ,2026-04-03 23:41:00,Apple Pay,SUCCESS,SAR 478,1.2%,,STRIPE_H14UH4VONXU6,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-033424, BK-261471 ,2026/03/15 12:33,VISA,SUCCESS,2017.87,1.0%,0.00,STRIPE_7OMU9OK29RNJ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-295636,BK-155325,23-03-2026 02:22 PM,VISA,SUCCESS,"SAR 1,236.65",17.71,0,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-791842, bk-619242 ,26-03-2026 05:19 PM,AMEX,SUCCESS,2234.70,48.33,0.00,,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-965366,bk-619242,26-03-2026 05:36 PM,MASTERCARD,SUCCESS,SAR1273.75,SAR 23.85,0,STRIPE_LOGYY90B3OW1,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-027219, bk-947470 ,11-05-2026 11:23 AM,MASTERCARD,SUCCESS,SAR 2176,1.2%,,STRIPE_OAC23L3JIISV,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-204445 ,BK687619,2026-02-14T17:44:00Z,Apple Pay,SUCCESS,927.03,9.88,,STRIPE_W4WVSV1RSEU7,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-735951, BK-855298 ,2026-01-17 22:48:00,MASTERCARD,SUCCESS,704.41,20.38,0.00,STRIPE_S5GSOZ1F6TIY,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-365046,BK-289674,2026-05-13T02:26:00Z,visa card,SUCCESS,1749.40,13.61,SAR 794.77,STRIPE_PDB5Q50D29I5,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-967565,bk-073176,2026-04-26 06:42:00,MASTERCARD,SUCCESS,SAR 505.26,11.74,0.00,STRIPE_XV31S1ZTSRV2,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY793282,bk-740910,2026/01/30 06:40,visa card,PENDING,1783.70,SAR 14.34,0,STRIPE_GQC49HRMGZ6U,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-537809,bk-159740,2026-05-05 16:20:00,VISA,SUCCESS,280.66,12.45,0,STRIPE_2XY89SFFCVUX,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-742857, BK-839858 ,2026-02-03 22:59:00,MASTERCARD,PENDING,291.47,SAR 15.93,,STRIPE_7EZS56S5WPCM,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-158006, BK-944009 ,2026/05/09 08:17,MASTERCARD,SUCCESS,SAR 1842,SAR 5.38,,STRIPE_SD97DYFEUDXL,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-383286,BK-459977,2026-02-02T01:59:00Z,MASTERCARD,SUCCESS,sar1285.57,2.8%,0,STRIPE_8DGFJWO0BAVD,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-450641, BK-718254 ,2026-02-24T12:13:00Z,VISA,SUCCESS,1251.22,SAR 32.48,0.00,STRIPE_ZH2S3A11R8RX,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-553683,BK-718254,2026-02-24T12:30:00Z,AMEX,SUCCESS,SAR699.19,SAR 11.09,0,STRIPE_BKZQJG6I4O29,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-229068,BK-030684,10-03-2026 12:22 PM,VISA,PENDING,"2,382.19",SAR 27.78,SR2014.53,STRIPE_7WE5DYC4L9WB,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-777007, BK-030684 ,2026/03/10 12:39,VISA,SUCCESS,VAT: SAR 559,15.94,0,STRIPE_A1YIXJE60BQV,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-195637,BK-225917,2026-03-16T10:18:00Z,visa card,SUCCESS,SAR 1271,SAR 30.17,0,STRIPE_F1WR25GGFNKY,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-486110,bk-946775,2026-01-23T23:49:00Z,MASTERCARD,SUCCESS,SAR1524.59,42.03,0,STRIPE_JLTRYHNVZG4G,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY046558, bk-946775 ,2026-01-24 00:06:00,VISA,PENDING,SAR 1733,22.57,0.00,STRIPE_W1RQU7LBPJ44,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-618255,bk-402031,02-05-2026 03:08 AM +0000,VISA,FAILED,471.36,3.7%,0.00,STRIPE_3PED3EYAVIKJ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-063837 , BK-785957 ,10-02-2026 09:55 PM,VISA,SUCCESS,SAR568.25,20.94,0.00,STRIPE_2UNQGSHPCTPQ,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-210296,BK-785957,2026/02/10 22:12,VISA,FAILED,sar 82.80,SAR 22.77,0,,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-262449 ,BK-096726,07-01-2026 02:07 AM,VISA,SUCCESS,"2,459.99",24.13,0.00,STRIPE_A4CR0NCKR0TW,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-637491,BK-096726,2026/01/07 02:24 +0000,MASTERCARD,SUCCESS,S.A.R744.11,1.5%,0,STRIPE_6AQEK8OFZ5Y6,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-130554, BK626473 ,2026-01-25 20:15:00,cash,SUCCESS,2010.66,SAR 12.41,0,STRIPE_KH9GJEGAIFT4,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
